id,impact.gap,impact.magnitude,impact.significance,location.depth,location.distance,location.full,location.latitude,location.longitude,location.name,time.day,time.epoch,time.full,time.hour,time.minute,time.month,time.second,time.year
ci37439327,237,0.03,0,13.97,0.05056,"21km ESE of Anza, CA",33.4845,-116.4645,California,8,1.47E+12,8/8/2016 16:52,16,52,8,58,2016
nn00555390,40.55,1.4,30,6.9,0.103,"9km NNE of Truckee, California",39.4069,-120.1423,California,8,1.47E+12,8/8/2016 16:54,16,54,8,25,2016
nc72672205,79,0.34,2,1.85,0.004863,"9km WNW of Cobb, California",38.8393333,-122.8293333,California,8,1.47E+12,8/8/2016 17:10,17,10,8,9,2016
ci37439351,74,0.86,11,12.22,0.1088,"8km WSW of Yucca Valley, CA",34.0986667,-116.5161667,California,8,1.47E+12,8/8/2016 17:32,17,32,8,55,2016
ci37439359,54,1.42,31,-0.53,0.03567,"7km SSE of Home Gardens, CA",33.8181667,-117.4878333,California,8,1.47E+12,8/8/2016 17:48,17,48,8,23,2016
nc72672225,101,0.57,5,1.21,0.008471,"1km NE of The Geysers, California",38.7878342,-122.7458344,California,8,1.47E+12,8/8/2016 18:38,18,38,8,45,2016
ci37439383,65,0.78,9,8.35,0.05441,"14km ESE of Anza, CA",33.503,-116.5338333,California,8,1.47E+12,8/8/2016 18:39,18,39,8,24,2016
ci37439399,87,0.85,11,6.24,0.144,"24km ESE of Julian, CA",33.0233333,-116.351,California,8,1.47E+12,8/8/2016 19:07,19,7,8,31,2016
nc72672230,109,0.56,5,1.82,0.008009,"9km NW of The Geysers, California",38.8269997,-122.8440018,California,8,1.47E+12,8/8/2016 19:26,19,26,8,16,2016
ci37439407,26,1.98,60,14.74,0.09694,"1km ESE of Loma Linda, CA",34.045,-117.248,California,8,1.47E+12,8/8/2016 19:31,19,31,8,57,2016
nc72672240,175,1.18,21,2.19,0.02976,"9km ENE of Mammoth Lakes, California",37.6748333,-118.8718333,California,8,1.47E+12,8/8/2016 19:49,19,49,8,6,2016
nc72672245,224,0.02,0,-0.97,0.02669,"6km SSE of Mammoth Lakes, California",37.5918333,-118.9488333,California,8,1.47E+12,8/8/2016 19:58,19,58,8,17,2016
ci37439447,77,0.84,11,13.29,0.1189,"5km SW of Beaumont, CA",33.9011667,-117.0188333,California,8,1.47E+12,8/8/2016 20:14,20,14,8,24,2016
ci37439455,58,1.61,40,-0.82,0.1038,"5km NNW of Boron, CA",35.0373333,-117.6781667,California,8,1.47E+12,8/8/2016 20:45,20,45,8,49,2016
ci37439471,47,1.58,38,12.86,0.01056,"11km E of Yucaipa, CA",34.0516667,-116.928,California,8,1.47E+12,8/8/2016 21:27,21,27,8,22,2016
nc72672250,72,0.88,12,1.32,0.03652,"14km E of Seven Trees, California",37.2953333,-121.6783333,California,8,1.47E+12,8/8/2016 21:46,21,46,8,30,2016
ci37439479,59,0.64,6,15.86,0.06249,"7km N of Beaumont, CA",33.9931667,-116.9743333,California,8,1.47E+12,8/8/2016 21:51,21,51,8,46,2016
ci37439495,65,0.63,6,14.05,0.03193,"10km NNW of Anza, CA",33.6451667,-116.6995,California,8,1.47E+12,8/8/2016 22:05,22,5,8,26,2016
nc72672255,85,1.1,19,2.61,0.005663,"6km WNW of The Geysers, California",38.8118333,-122.823,California,8,1.47E+12,8/8/2016 22:28,22,28,8,59,2016
nc72672265,83,2.04,66,7.63,0.009968,"1km NE of Pacifica, California",37.6273333,-122.4728333,California,8,1.47E+12,8/8/2016 22:31,22,31,8,26,2016
ci37439503,60,0.7,8,4.76,0.04117,"4km WNW of Cabazon, CA",33.932,-116.8285,California,8,1.47E+12,8/8/2016 22:38,22,38,8,31,2016
ci37439511,80,0.39,2,2.07,0.1022,"3km N of Beaumont, CA",33.9528333,-116.9825,California,8,1.47E+12,8/8/2016 22:45,22,45,8,51,2016
nn00555454,242.62,0.5,4,11,0.073,"31km ESE of Janesville, California",40.1471,-120.2116,California,8,1.47E+12,8/8/2016 23:06,23,6,8,20,2016
nn00555455,291.74,0.8,10,0,0.25,"25km ENE of Searles Valley, California",35.8957,-117.1651,California,8,1.47E+12,8/8/2016 23:16,23,16,8,50,2016
nc72672270,101,0.88,12,1.41,0.008893,"5km W of Cobb, California",38.8214989,-122.7850037,California,8,1.47E+12,8/8/2016 23:18,23,18,8,11,2016
nc72676066,230,0.53,4,7.93,0.1242,"24km NE of Shingletown, California",40.6366667,-121.671,California,8,1.47E+12,8/8/2016 23:34,23,34,8,10,2016
ci37439535,98,1.01,16,8.55,0.05558,"12km NNE of Trabuco Canyon, CA",33.7628333,-117.5548333,California,8,1.47E+12,8/8/2016 23:47,23,47,8,20,2016
ci37439551,94,0.75,9,2.37,0.1156,"11km NE of Coso Junction, CA",36.122,-117.8666667,California,9,1.47E+12,8/9/2016 00:03,0,3,8,22,2016
nc72672290,233,0.56,5,5.51,0.003619,"6km WNW of The Geysers, California",38.8053322,-122.8281631,California,9,1.47E+12,8/9/2016 00:18,0,18,8,20,2016
ci37439567,36,2.78,119,1.61,0.00822,"16km E of Coso Junction, CA",36.032,-117.771,California,9,1.47E+12,8/9/2016 00:24,0,24,8,56,2016
ci37439575,63,0.47,3,1.84,0.005283,"16km NE of Little Lake, CA",36.0281667,-117.7706667,California,9,1.47E+12,8/9/2016 00:30,0,30,8,29,2016
ci37439583,58,1.37,29,1.61,0.008647,"16km E of Coso Junction, CA",36.0323333,-117.7713333,California,9,1.47E+12,8/9/2016 00:32,0,32,8,20,2016
ci37144156,65,0.96,14,1.74,0.006753,"16km E of Coso Junction, CA",36.0315,-117.7683333,California,9,1.47E+12,8/9/2016 00:32,0,32,8,49,2016
ci37439591,100,0.39,2,15.62,0.0298,"7km S of Idyllwild, CA",33.6816667,-116.7085,California,9,1.47E+12,8/9/2016 00:38,0,38,8,25,2016
nc72672320,87,0.56,5,0.24,0.03652,"7km SSE of Mammoth Lakes, California",37.583,-118.9431667,California,9,1.47E+12,8/9/2016 00:57,0,57,8,30,2016
ci37439599,54,1,15,3.67,0.007068,"22km E of Little Lake, CA",35.9521667,-117.6573333,California,9,1.47E+12,8/9/2016 00:58,0,58,8,6,2016
ci37439759,77,0.86,11,6.69,0.08133,"10km NE of Indio, CA",33.7695,-116.1295,California,9,1.47E+12,8/9/2016 01:34,1,34,8,38,2016
ci37439767,76,0.48,4,16.1,0.02825,"10km N of Anza, CA",33.6411667,-116.6806667,California,9,1.47E+12,8/9/2016 02:02,2,2,8,15,2016
ci37439775,54,0.89,12,15.44,0.01727,"5km SSE of Idyllwild, CA",33.696,-116.7041667,California,9,1.47E+12,8/9/2016 02:05,2,5,8,57,2016
nc72672335,96,1.87,54,19.08,0.008785,"10km ENE of Red Bluff, California",40.217,-122.128,California,9,1.47E+12,8/9/2016 02:08,2,8,8,49,2016
nn00555509,235.37,0.2,1,11.7,0.041,"30km SE of Janesville, California",40.1263,-120.2445,California,9,1.47E+12,8/9/2016 02:35,2,35,8,31,2016
ci37439783,110,0.48,4,16.41,0.06957,"10km N of Anza, CA",33.644,-116.679,California,9,1.47E+12,8/9/2016 02:42,2,42,8,2,2016
ci37144164,80,0.33,2,16.17,0.02808,"10km N of Anza, CA",33.641,-116.6783333,California,9,1.47E+12,8/9/2016 02:42,2,42,8,46,2016
ci37439791,112,0.54,4,14,0.05185,"14km ESE of Anza, CA",33.506,-116.5395,California,9,1.47E+12,8/9/2016 02:43,2,43,8,2,2016
nc72672340,110,0.62,6,5.02,0.07174,"22km SE of Mammoth Lakes, California",37.4863333,-118.8118333,California,9,1.47E+12,8/9/2016 02:53,2,53,8,5,2016
nc72672345,78,2.21,77,4,0.1863,"9km WNW of Greenville, California",40.174,-121.0593333,California,9,1.47E+12,8/9/2016 02:54,2,54,8,43,2016
nc72672350,121,0.49,4,1.28,0.003313,"1km ENE of The Geysers, California",38.786499,-122.7375031,California,9,1.47E+12,8/9/2016 02:56,2,56,8,8,2016
nn00555511,234.93,0.5,4,10.9,0.047,"30km SE of Janesville, California",40.1283,-120.2363,California,9,1.47E+12,8/9/2016 03:04,3,4,8,6,2016
ci37439799,136,0.5,4,13.6,0.1418,"19km N of Borrego Springs, CA",33.4218333,-116.4141667,California,9,1.47E+12,8/9/2016 03:15,3,15,8,9,2016
ci37381389,175,0.13,0,14.09,0.1412,"19km NNW of Borrego Springs, CA",33.4245,-116.4168333,California,9,1.47E+12,8/9/2016 03:15,3,15,8,42,2016
nc72672355,66,1.6,39,2.65,0.00656,"6km NW of The Geysers, California",38.8168333,-122.8096667,California,9,1.47E+12,8/9/2016 03:19,3,19,8,22,2016
nc72672360,88,0.55,5,3.51,0.003439,"6km ESE of Mammoth Lakes, California",37.6228333,-118.9043333,California,9,1.47E+12,8/9/2016 03:23,3,23,8,16,2016
ci37439807,105,0.78,9,6.9,0.1395,"18km ESE of Julian, CA",33.0318333,-116.4198333,California,9,1.47E+12,8/9/2016 03:33,3,33,8,5,2016
ci37439815,85,0.45,3,12.33,0.03956,"5km ESE of Lake Henshaw, CA",33.2195,-116.7158333,California,9,1.47E+12,8/9/2016 03:34,3,34,8,55,2016
nc72676186,358,1.36,28,1.3,0.04206,"43km SSW of Tulelake, California",41.575,-121.6026667,California,9,1.47E+12,8/9/2016 03:35,3,35,8,29,2016
nc72672365,331,1.23,23,4.06,0.2664,"43km ESE of Bridgeport, California",38.0191667,-118.8593333,California,9,1.47E+12,8/9/2016 04:22,4,22,8,2,2016
ci37439823,83,0.6,6,9.14,0.05671,"15km ESE of Anza, CA",33.5006667,-116.5288333,California,9,1.47E+12,8/9/2016 04:37,4,37,8,8,2016
ci37439831,63,1.44,32,5.2,0.09861,"13km W of Ludlow, CA",34.7351667,-116.2988333,California,9,1.47E+12,8/9/2016 04:54,4,54,8,43,2016
nc72672375,157,0.93,13,1.96,0.01351,"3km WSW of Cobb, California",38.8156662,-122.7636642,California,9,1.47E+12,8/9/2016 05:21,5,21,8,24,2016
ci37439847,117,0.56,5,16.21,0.04651,"8km SSE of Idyllwild, CA",33.6665,-116.6981667,California,9,1.47E+12,8/9/2016 05:36,5,36,8,54,2016
ci37439855,75,0.56,5,10.15,0.06543,"20km ESE of Little Lake, CA",35.892,-117.6925,California,9,1.47E+12,8/9/2016 06:29,6,29,8,42,2016
ci37439863,129,0.41,3,10.39,0.06005,"16km ESE of Anza, CA",33.4985,-116.5166667,California,9,1.47E+12,8/9/2016 06:36,6,36,8,26,2016
ci37439871,75,1.56,37,8.09,0.0704,"20km ESE of Little Lake, CA",35.8871667,-117.6945,California,9,1.47E+12,8/9/2016 06:37,6,37,8,46,2016
nn00555468,148,1.1,19,2.5,0.078,"6km ENE of Dixon Lane-Meadow Creek, California",37.4176,-118.3491,California,9,1.47E+12,8/9/2016 07:18,7,18,8,43,2016
ci37439887,53,0.98,15,1.83,0.09625,"25km NE of Thermal, CA",33.7666667,-115.9156667,California,9,1.47E+12,8/9/2016 07:32,7,32,8,3,2016
ci37439895,73,1.43,31,9.84,0.0834,"18km ESE of Anza, CA",33.4675,-116.5078333,California,9,1.47E+12,8/9/2016 07:39,7,39,8,46,2016
nc72672395,100,0.47,3,-0.16,0.02355,"6km SSE of Mammoth Lakes, California",37.5965,-118.9453333,California,9,1.47E+12,8/9/2016 08:04,8,4,8,56,2016
ci37439919,74,0.43,3,10.58,0.09226,"19km ESE of Anza, CA",33.4666667,-116.497,California,9,1.47E+12,8/9/2016 08:28,8,28,8,28,2016
nc72672420,97,1.1,19,1.77,0.009974,"5km W of Cobb, California",38.8230019,-122.7835007,California,9,1.47E+12,8/9/2016 08:37,8,37,8,40,2016
nc72672425,76,1.61,40,2.26,0.01415,"1km NW of The Geysers, California",38.7866667,-122.7718333,California,9,1.47E+12,8/9/2016 08:43,8,43,8,37,2016
ci37439927,110,0.57,5,10.61,0.1187,"22km ESE of Anza, CA",33.4526667,-116.4638333,California,9,1.47E+12,8/9/2016 08:44,8,44,8,21,2016
ci37439935,58,0.8,10,4.98,0.07192,"10km NW of Big Bear Lake, CA",34.293,-116.9993333,California,9,1.47E+12,8/9/2016 08:51,8,51,8,55,2016
nc72672430,113,3.34,172,4.96,0.08058,"31km ENE of King City, California",36.2965,-120.7951667,California,9,1.47E+12,8/9/2016 08:55,8,55,8,39,2016
nc72672440,112,1,15,4.89,0.002641,"2km SSW of Los Gatos, California",37.2068333,-121.9805,California,9,1.47E+12,8/9/2016 09:43,9,43,8,2,2016
nc72672445,55,1.43,31,7.78,0.03774,"1km NE of San Ramon, California",37.7891667,-121.9628333,California,9,1.47E+12,8/9/2016 09:53,9,53,8,30,2016
nc72672450,95,1.2,22,7.29,0.04397,"9km SSW of Mammoth Lakes, California",37.5676667,-119.0121667,California,9,1.47E+12,8/9/2016 10:06,10,6,8,55,2016
nc72672455,190,0.43,3,8.07,0.02083,"7km SSW of Mammoth Lakes, California",37.5921667,-119.0145,California,9,1.47E+12,8/9/2016 10:11,10,11,8,34,2016
ci37439975,78,0.65,6,10.83,0.08534,"19km ESE of Anza, CA",33.4668333,-116.5023333,California,9,1.47E+12,8/9/2016 10:23,10,23,8,43,2016
nc72672465,121,0.9,12,2.26,0.1182,"22km SSE of Mammoth Lakes, California",37.4726667,-118.849,California,9,1.47E+12,8/9/2016 10:26,10,26,8,27,2016
nc72672460,88,1.77,48,7.3,0.04253,"9km SSW of Mammoth Lakes, California",37.5686667,-119.0143333,California,9,1.47E+12,8/9/2016 10:28,10,28,8,2,2016
ci37439991,86,0.91,13,11.59,0.02642,"7km NE of Lytle Creek, CA",34.294,-117.4406667,California,9,1.47E+12,8/9/2016 10:29,10,29,8,24,2016
nc72672470,102,0.56,5,5.2,0.01302,"7km WNW of Cobb, California",38.8363342,-122.8121643,California,9,1.47E+12,8/9/2016 10:33,10,33,8,19,2016
nn00555528,222.12,0.5,4,7.6,0.07,"13km ENE of East Quincy, California",39.962,-120.7424,California,9,1.47E+12,8/9/2016 10:57,10,57,8,41,2016
nc72672475,102,1.87,54,12.08,0.109,"18km SW of Arbuckle, California",38.8853333,-122.1815,California,9,1.47E+12,8/9/2016 11:35,11,35,8,22,2016
nc72672480,144,1.79,49,-0.48,0.1613,"17km SW of Arbuckle, California",38.9281667,-122.2218333,California,9,1.47E+12,8/9/2016 11:36,11,36,8,36,2016
nc72672485,83,2.66,109,4.45,0.08093,"31km ENE of King City, California",36.2966667,-120.7921667,California,9,1.47E+12,8/9/2016 12:19,12,19,8,44,2016
nc72672490,84,1.84,52,2.63,0.1498,"17km SW of Arbuckle, California",38.9171667,-122.2168333,California,9,1.47E+12,8/9/2016 12:26,12,26,8,37,2016
nn00555530,338.82,0.9,12,0,0.534,"61km NNE of Dixon Lane-Meadow Creek, California",37.8596,-118.0437,California,9,1.47E+12,8/9/2016 13:14,13,14,8,3,2016
nc72672500,86,1.15,20,4.27,0.03502,"3km WSW of San Bruno, California",37.6156667,-122.44,California,9,1.47E+12,8/9/2016 13:31,13,31,8,43,2016
nc72672505,151,0.79,10,3.38,0.02973,"11km SE of Mammoth Lakes, California",37.585,-118.866,California,9,1.47E+12,8/9/2016 13:40,13,40,8,50,2016
nc72672510,84,1.1,19,2.84,0.03287,"11km SE of Mammoth Lakes, California",37.5866667,-118.8708333,California,9,1.47E+12,8/9/2016 13:55,13,55,8,40,2016
nc72672520,304,2.67,110,4.53,0.5803,"72km WSW of Ferndale, California",40.391,-125.0896667,California,9,1.47E+12,8/9/2016 14:02,14,2,8,52,2016
nc72672515,113,1.36,28,5.13,0.04401,"24km NNE of King City, California",36.3978333,-120.9758333,California,9,1.47E+12,8/9/2016 14:05,14,5,8,13,2016
nc72672525,95,0.88,12,1.57,0.008953,"7km W of Cobb, California",38.8323326,-122.809166,California,9,1.47E+12,8/9/2016 14:51,14,51,8,11,2016
ci37440143,229,0.19,1,9.25,0.05965,"15km ESE of Anza, CA",33.4978333,-116.5261667,California,9,1.47E+12,8/9/2016 14:59,14,59,8,10,2016
ci37440151,49,1.46,33,2.71,0.04575,"5km SE of Home Gardens, CA",33.8423333,-117.4911667,California,9,1.47E+12,8/9/2016 15:26,15,26,8,17,2016
ci37440175,37,0.83,11,14.35,0.03845,"8km N of Anza, CA",33.6306667,-116.6796667,California,9,1.47E+12,8/9/2016 15:55,15,55,8,5,2016
nn00555499,239.87,0.6,6,11.7,0.063,"31km SE of Janesville, California",40.1375,-120.2192,California,9,1.47E+12,8/9/2016 16:00,16,0,8,12,2016
nn00555500,142.33,1.1,19,12.1,0.066,"31km ESE of Janesville, California",40.1401,-120.2167,California,9,1.47E+12,8/9/2016 16:06,16,6,8,30,2016
ci37440199,144,1.1,19,6.36,0.08886,"13km SW of Searles Valley, CA",35.6721667,-117.492,California,9,1.47E+12,8/9/2016 16:12,16,12,8,9,2016
ci37440207,69,1.24,24,10.19,0.09048,"8km S of Borrego Springs, CA",33.1875,-116.3678333,California,9,1.47E+12,8/9/2016 16:32,16,32,8,54,2016
ci37440215,200,1.53,36,-1.2,0.2253,"17km NNE of Apple Valley, CA",34.6415,-117.1206667,California,9,1.47E+12,8/9/2016 16:38,16,38,8,44,2016
ci37440223,58,1.13,20,3.52,0.00801,"22km E of Little Lake, CA",35.9528333,-117.6581667,California,9,1.47E+12,8/9/2016 16:39,16,39,8,32,2016
ci37440239,59,0.53,4,3.71,0.007047,"23km E of Little Lake, CA",35.9531667,-117.6561667,California,9,1.47E+12,8/9/2016 16:43,16,43,8,36,2016
ci37440247,101,1.16,21,10.67,0.0505,"3km N of Moreno Valley, CA",33.9515,-117.2333333,California,9,1.47E+12,8/9/2016 16:47,16,47,8,30,2016
ci37440263,57,1.02,16,-0.52,0.04596,"7km N of Murrieta Hot Springs, CA",33.6268333,-117.1506667,California,9,1.47E+12,8/9/2016 16:54,16,54,8,6,2016
ci37440255,85,1.24,24,0.53,0.07131,"2km SE of Home Gardens, CA",33.8675,-117.5061667,California,9,1.47E+12,8/9/2016 16:55,16,55,8,13,2016
nc72672545,38,1.8,50,8.32,0.1489,"20km NNE of Upper Lake, California",39.3228333,-122.7948333,California,9,1.47E+12,8/9/2016 17:19,17,19,8,33,2016
ci37440311,90,0.92,13,-0.64,0.1229,"6km ESE of Escondido, CA",33.0998333,-117.0258333,California,9,1.47E+12,8/9/2016 17:58,17,58,8,38,2016
nc72672550,122,1.46,33,-0.09,0.02572,"2km SSE of Quarry near Aromas, CA",36.8891667,-121.6235,California,9,1.47E+12,8/9/2016 18:04,18,4,8,45,2016
ci37440343,112,0.52,4,3.95,0.006767,"22km E of Little Lake, CA",35.9486667,-117.6586667,California,9,1.47E+12,8/9/2016 19:03,19,3,8,24,2016
nc72672560,40,1.71,45,2.32,0.007891,"6km WNW of Cobb, California",38.8343333,-122.799,California,9,1.47E+12,8/9/2016 19:33,19,33,8,8,2016
ci37440367,90,0.43,3,3.28,0.0085,"23km E of Little Lake, CA",35.955,-117.6561667,California,9,1.47E+12,8/9/2016 19:37,19,37,8,10,2016
nc72672565,95,0.82,10,-1.3,0.004228,"6km E of Mammoth Lakes, California",37.6401667,-118.8965,California,9,1.47E+12,8/9/2016 19:39,19,39,8,25,2016
nc72672570,40,1.12,19,2.37,0.007053,"6km WNW of Cobb, California",38.8356667,-122.7986667,California,9,1.47E+12,8/9/2016 19:41,19,41,8,13,2016
ci37440375,137,0.47,3,14.08,0.1017,"19km N of Borrego Springs, CA",33.422,-116.4123333,California,9,1.47E+12,8/9/2016 19:44,19,44,8,55,2016
ci37440383,43,0.79,10,15.39,0.02804,"6km SSE of Idyllwild, CA",33.684,-116.7055,California,9,1.47E+12,8/9/2016 20:04,20,4,8,43,2016
nc72672580,111,0.56,5,1.91,0.01421,"6km WNW of Cobb, California",38.8354988,-122.800499,California,9,1.47E+12,8/9/2016 20:13,20,13,8,36,2016
nc72672585,118,0.95,14,3.29,0.004045,"5km NW of The Geysers, California",38.8096657,-122.8000031,California,9,1.47E+12,8/9/2016 20:14,20,14,8,46,2016
ci37440391,109,0.93,13,4.57,0.07263,"22km S of Twentynine Palms, CA",33.938,-116.0428333,California,9,1.47E+12,8/9/2016 20:29,20,29,8,33,2016
ci37440399,92,0.49,4,15.26,0.03823,"8km S of Idyllwild, CA",33.6728333,-116.714,California,9,1.47E+12,8/9/2016 20:53,20,53,8,52,2016
nc72672595,54,0.86,11,1.27,0.01038,"1km NNE of The Geysers, California",38.7916679,-122.7444992,California,9,1.47E+12,8/9/2016 21:16,21,16,8,42,2016
nc72672600,95,0.91,13,1.04,0.01339,"9km WNW of Cobb, California",38.8419991,-122.8290024,California,9,1.47E+12,8/9/2016 21:32,21,32,8,45,2016
ci37440423,97,0.73,8,11.33,0.0793,"1km NE of Yucaipa, CA",34.0425,-117.0355,California,9,1.47E+12,8/9/2016 22:24,22,24,8,2,2016
ci37440431,65,0.81,10,2.35,0.0508,"15km NNE of Cabazon, CA",34.0515,-116.7498333,California,9,1.47E+12,8/9/2016 22:43,22,43,8,56,2016
nc72672615,100,0.74,8,0.63,0.07401,"13km SSE of Mammoth Lakes, California",37.5381667,-118.8956667,California,9,1.47E+12,8/9/2016 22:54,22,54,8,16,2016
nc72672620,68,1.72,46,8.58,0.1626,"21km NNE of Upper Lake, California",39.3383333,-122.8101667,California,9,1.47E+12,8/9/2016 22:55,22,55,8,22,2016
nc72672610,32,5.09,899,14.45,0.155,"20km NNE of Upper Lake, California",39.3293333,-122.8018333,California,9,1.47E+12,8/9/2016 22:57,22,57,8,17,2016
nc72672630,56,1.8,50,11.6,0.1531,"20km NNE of Upper Lake, California",39.332,-122.799,California,9,1.47E+12,8/9/2016 23:07,23,7,8,38,2016
nc72672625,38,2.58,103,11.23,0.1404,"19km NE of Upper Lake, California",39.309,-122.7843333,California,9,1.47E+12,8/9/2016 23:08,23,8,8,26,2016
nc71015437,65,1.88,54,11.89,0.1395,"20km NNE of Upper Lake, California",39.3213333,-122.7828333,California,9,1.47E+12,8/9/2016 23:09,23,9,8,18,2016
nc72672640,66,1.56,37,10.04,0.1395,"19km NE of Upper Lake, California",39.3103333,-122.7831667,California,9,1.47E+12,8/9/2016 23:13,23,13,8,28,2016
nc71015432,88,1.66,42,11.84,0.1378,"19km NE of Upper Lake, California",39.3136667,-122.781,California,9,1.47E+12,8/9/2016 23:13,23,13,8,42,2016
nc72672635,56,1.84,52,13.23,0.1487,"21km NNE of Upper Lake, California",39.3313333,-122.7933333,California,9,1.47E+12,8/9/2016 23:15,23,15,8,14,2016
nc72672645,148,1.86,53,10.77,0.1553,"21km NNE of Upper Lake, California",39.3396667,-122.8003333,California,9,1.47E+12,8/9/2016 23:16,23,16,8,37,2016
nc72672650,40,2.23,77,10.31,0.1412,"19km NNE of Upper Lake, California",39.3153333,-122.7853333,California,9,1.47E+12,8/9/2016 23:20,23,20,8,7,2016
nc72672655,41,2.99,141,16.32,0.1495,"20km NNE of Upper Lake, California",39.3288333,-122.7948333,California,9,1.47E+12,8/9/2016 23:24,23,24,8,19,2016
ci37440447,29,1.43,31,11.36,0.0787,"10km NE of Cabazon, CA",33.9833333,-116.7156667,California,9,1.47E+12,8/9/2016 23:26,23,26,8,41,2016
nc72672665,54,1.77,48,9.16,0.1565,"20km NNE of Upper Lake, California",39.3341667,-122.803,California,9,1.47E+12,8/9/2016 23:28,23,28,8,26,2016
ci37440455,62,0.77,9,17.93,0.01047,"4km SSW of Idyllwild, CA",33.7091667,-116.7265,California,9,1.47E+12,8/9/2016 23:35,23,35,8,3,2016
nc72672670,42,1.8,50,11.14,0.1513,"20km NNE of Upper Lake, California",39.3295,-122.797,California,9,1.47E+12,8/9/2016 23:43,23,43,8,36,2016
ci37440479,102,0.55,5,9.88,0.07968,"10km NE of Cabazon, CA",33.985,-116.7191667,California,9,1.47E+12,8/9/2016 23:54,23,54,8,34,2016
nc72672680,64,1.65,42,7.72,0.1481,"19km NNE of Upper Lake, California",39.3195,-122.794,California,9,1.47E+12,8/9/2016 23:57,23,57,8,43,2016
nc72672685,66,1.57,38,11.5,0.1395,"19km NNE of Upper Lake, California",39.3138333,-122.7831667,California,10,1.47E+12,8/10/2016 00:06,0,6,8,38,2016
ci37440495,134,0.55,5,12.67,0.05924,"18km ESE of Anza, CA",33.4986667,-116.4901667,California,10,1.47E+12,8/10/2016 00:11,0,11,8,40,2016
nc72672690,40,1.73,46,11.28,0.1417,"20km NNE of Upper Lake, California",39.3191667,-122.7858333,California,10,1.47E+12,8/10/2016 00:23,0,23,8,48,2016
nc72672700,64,1.71,45,11.53,0.1421,"19km NNE of Upper Lake, California",39.316,-122.7865,California,10,1.47E+12,8/10/2016 00:24,0,24,8,52,2016
nc72672695,83,0.5,4,2.91,0.008148,"6km WNW of The Geysers, California",38.8078333,-122.8188333,California,10,1.47E+12,8/10/2016 00:26,0,26,8,26,2016
nc72672710,178,1.61,40,14.15,0.1502,"20km NNE of Upper Lake, California",39.3291667,-122.7956667,California,10,1.47E+12,8/10/2016 00:30,0,30,8,0,2016
nc72672705,40,2.23,77,12.41,0.1446,"20km NNE of Upper Lake, California",39.3261667,-122.7888333,California,10,1.47E+12,8/10/2016 00:32,0,32,8,17,2016
nc72672715,110,0.93,13,4.42,0.09111,"20km SE of Mammoth Lakes, California",37.4995,-118.8436667,California,10,1.47E+12,8/10/2016 00:42,0,42,8,24,2016
ci37440503,68,1.42,31,11.16,0.08256,"15km NNW of Ocotillo Wells, CA",33.2628333,-116.2016667,California,10,1.47E+12,8/10/2016 00:47,0,47,8,45,2016
nc72672720,101,0.81,10,-0.3,0.07556,"14km SSE of Mammoth Lakes, California",37.5353333,-118.8948333,California,10,1.47E+12,8/10/2016 00:48,0,48,8,15,2016
ci37440519,74,0.17,0,4.95,0.1034,"4km ENE of Banning, CA",33.9335,-116.8323333,California,10,1.47E+12,8/10/2016 00:58,0,58,8,55,2016
nc72672725,39,2.04,64,10.09,0.1399,"19km NE of Upper Lake, California",39.3103333,-122.7836667,California,10,1.47E+12,8/10/2016 01:13,1,13,8,0,2016
nc72672730,94,0.88,12,-0.16,0.01525,"3km NNW of The Geysers, California",38.8053322,-122.7639999,California,10,1.47E+12,8/10/2016 01:14,1,14,8,9,2016
nc72672735,82,1.59,39,7.26,0.154,"20km NNE of Upper Lake, California",39.3235,-122.8013333,California,10,1.47E+12,8/10/2016 01:20,1,20,8,4,2016
nn00555559,233.19,0.6,6,10.7,0.049,"31km SE of Janesville, California",40.1277,-120.2329,California,10,1.47E+12,8/10/2016 01:22,1,22,8,38,2016
nc72672745,40,2.22,76,10.47,0.1436,"20km NNE of Upper Lake, California",39.3176667,-122.7883333,California,10,1.47E+12,8/10/2016 01:26,1,26,8,53,2016
nc72672750,39,2.13,70,14.39,0.1411,"19km NNE of Upper Lake, California",39.3151667,-122.7851667,California,10,1.47E+12,8/10/2016 01:27,1,27,8,59,2016
ci37440527,85,0.21,1,9.47,0.0547,"14km ESE of Anza, CA",33.5026667,-116.5298333,California,10,1.47E+12,8/10/2016 01:29,1,29,8,11,2016
nc72672755,39,1.89,55,9.46,0.1413,"19km NE of Upper Lake, California",39.3086667,-122.7855,California,10,1.47E+12,8/10/2016 01:30,1,30,8,50,2016
nc72672760,66,1.69,44,10.58,0.1551,"20km NNE of Upper Lake, California",39.3323333,-122.8015,California,10,1.47E+12,8/10/2016 01:33,1,33,8,40,2016
nc72672765,66,1.7,44,11.94,0.1398,"19km NNE of Upper Lake, California",39.3146667,-122.7835,California,10,1.47E+12,8/10/2016 01:34,1,34,8,34,2016
ci37440535,88,0.63,6,10,0.1134,"3km NNW of Loma Linda, CA",34.0705,-117.275,California,10,1.47E+12,8/10/2016 01:47,1,47,8,30,2016
nc72672770,90,1.49,34,7.23,0.1495,"19km NNE of Upper Lake, California",39.3193333,-122.7958333,California,10,1.47E+12,8/10/2016 01:54,1,54,8,10,2016
